	0	1	2	3	4	5	6	7	8	9
0	lemma	bet_1	bet_2	cosine	onto	frame	score	main_sense	figurative	label
388	barndom	1	1.a	0	0	0	12	1	1	1
389	barnlig	1	1.a	0	0	0	2	1	0	0
390	barnlig	1	2	0	2	0	1	0	0	1
391	barnlig	1.a	2	0	0	0	1	0	0	1
392	barre	1	2	0	2	0	1	0	0	1
393	basis	1	1.a	0	0	0	13	1	1	1
394	basis	1	1.b	0	0	0	1	1	0	1
395	basis	1.a	1.b	0	0	0	14	1	1	1
396	basketball	1	2	0	0	0	0	0	0	1
397	batteri	1	1.a	0	0	0	3	1	1	1
398	batteri	1	2.b	0	2	0	2	0	1	1
399	batteri	1	3	0	0	0	2	0	0	1
400	batteri	1.a	2.b	0	0	0	1	0	2	1
401	batteri	1.a	3	0	0	0	5	0	1	1
402	batteri	2.b	3	0	0	0	4	0	1	1
403	beboelse	1	1.a	0	2	0	3	1	0	1
404	beboelse	1	1.b	0	2	0	3	1	0	1
405	beboelse	1.a	1.b	0	2	0	0	1	0	0
406	bede	1	2	0	3	1	10	0	0	0
407	bede	1	3	0	1	0	5	0	0	1
408	bede	1	4	0	2	1	7	0	0	0
409	bede	2	3	0	0	0	5	0	0	1
410	bede	2	4	0	2	1	3	0	0	0
411	bede	3	4	0	0	0	2	0	0	1
412	bedrage	1	1.a	0	0	1	5	1	0	0
413	bedrage	1	3	0	0	0	3	0	0	1
414	bedrage	1.a	3	0	0	0	2	0	0	1
415	bedre	1	1.a	0	0	0	17	1	0	0
416	bedre	1	2	0	0	0	21	0	0	1
417	bedre	1	3	0	1	0	21	0	0	1
418	bedre	1.a	2	0	0	0	4	0	0	1
419	bedre	1.a	3	0	0	0	4	0	0	1
420	bedre	2	3	0	0	0	0	0	0	1
421	bedre	1	1.a	0	0	0	0	1	0	0
422	bedrøvet	1	1.a	0	0	0	2	1	0	0
423	bedømmelse	1	1.a	0	0	0	4	1	0	1
424	befri	1	2	0	1	2	4	0	0	1
425	begivenhed	1	1.a	0	0	0	15	1	0	1
426	begravelse	1	1.a	0	0	1	2	1	0	0
427	begreb	1	1.a	0	0	0	10	1	0	0
428	begreb	1	2	0	1	0	8	0	0	1
429	begreb	1.a	2	0	0	0	2	0	0	1
430	begrænse	1	2	0	0	0	6	0	0	1
431	begrænse	1	2.a	0	0	0	2	0	0	1
432	begrænse	1	3	0	1	0	1	0	0	1
433	begrænse	2	2.a	0	0	0	8	1	0	1
434	begrænse	2	3	0	0	0	7	0	0	1
435	begrænse	2.a	3	0	0	0	1	0	0	1
436	begyndelse	1	1.a	0	1	0	11	1	0	0
